ENSG00000148384.13	INPP5E
ENSG00000172889.16	EGFL7
ENSG00000213445.10	SIPA1
ENSG00000163430.12	FSTL1
ENSG00000171016.12	PYGO1
ENSG00000160703.16	NLRX1
ENSG00000156030.13	ELMSAN1
ENSG00000198331.10	HYLS1
ENSG00000167670.16	CHAF1A
ENSG00000185686.18	PRAME
ENSG00000119977.21	TCTN3
ENSG00000088727.12	KIF9
ENSG00000213281.5	NRAS
ENSG00000117676.14	RPS6KA1
ENSG00000124120.11	TTPAL
ENSG00000006125.18	AP2B1
ENSG00000205138.3	SDHAF1
ENSG00000180914.10	OXTR
ENSG00000115145.10	STAM2
ENSG00000038358.15	EDC4
ENSG00000197380.11	DACT3
ENSG00000155657.27	TTN
ENSG00000154723.12	ATP5PF
ENSG00000116106.12	EPHA4
ENSG00000158411.11	MITD1
ENSG00000185386.15	MAPK11
ENSG00000065357.20	DGKA
ENSG00000123124.14	WWP1
ENSG00000079150.18	FKBP7
ENSG00000135316.18	SYNCRIP
ENSG00000165119.21	HNRNPK
ENSG00000178950.17	GAK
ENSG00000137055.15	PLAA
ENSG00000148341.17	SH3GLB2
ENSG00000179950.14	PUF60
ENSG00000164751.15	PEX2
ENSG00000103326.12	CAPN15
ENSG00000100652.5	SLC10A1
ENSG00000115084.15	SLC35F5
ENSG00000136478.7	TEX2
ENSG00000104221.13	BRF2
ENSG00000197771.12	MCMBP
ENSG00000163126.15	ANKRD23
ENSG00000101438.4	SLC32A1
ENSG00000108854.16	SMURF2
ENSG00000130005.13	GAMT
ENSG00000149571.12	KIRREL3
ENSG00000171953.16	ATPAF2
ENSG00000177830.18	CHID1
ENSG00000107779.14	BMPR1A
ENSG00000171720.10	HDAC3
ENSG00000081277.13	PKP1
ENSG00000135960.10	EDAR
ENSG00000130528.12	HRC
ENSG00000140326.13	CDAN1
ENSG00000111300.10	NAA25
ENSG00000133315.11	MACROD1
ENSG00000176422.14	SPRYD4
ENSG00000105085.11	MED26
ENSG00000010539.11	ZNF200
ENSG00000103047.8	TANGO6
ENSG00000132589.16	FLOT2
ENSG00000175581.14	MRPL48
ENSG00000126705.15	AHDC1
ENSG00000187048.13	CYP4A11
ENSG00000143674.11	MAP3K21
ENSG00000138650.9	PCDH10
ENSG00000137273.6	FOXF2
ENSG00000050820.17	BCAR1
ENSG00000050748.17	MAPK9
ENSG00000013725.14	CD6
ENSG00000114062.21	UBE3A
ENSG00000114805.17	PLCH1
ENSG00000109184.15	DCUN1D4
ENSG00000198885.9	ITPRIPL1
ENSG00000213780.11	GTF2H4
ENSG00000157350.13	ST3GAL2
ENSG00000237330.3	RNF223
ENSG00000167862.10	MRPL58
ENSG00000100154.14	TTC28
ENSG00000116221.15	MRPL37
ENSG00000163170.12	BOLA3
ENSG00000244005.13	NFS1
ENSG00000187624.9	C17orf97
ENSG00000077274.9	CAPN6
ENSG00000211943.2	IGHV3-15
ENSG00000259956.2	RBM15B
ENSG00000108176.15	DNAJC12
ENSG00000134690.11	CDCA8
ENSG00000107295.10	SH3GL2
ENSG00000109061.10	MYH1
ENSG00000155980.12	KIF5A
ENSG00000112695.11	COX7A2
ENSG00000132423.12	COQ3
ENSG00000144040.13	SFXN5
ENSG00000104435.14	STMN2
ENSG00000132881.12	RSG1
ENSG00000108256.9	NUFIP2
ENSG00000167914.12	GSDMA
ENSG00000159322.17	ADPGK
ENSG00000180901.11	KCTD2
ENSG00000158887.18	MPZ
ENSG00000203724.11	C1orf53
ENSG00000197948.11	FCHSD1
ENSG00000213760.10	ATP6V1G2
ENSG00000143217.9	NECTIN4
ENSG00000060718.22	COL11A1
ENSG00000172264.17	MACROD2
ENSG00000110104.13	CCDC86
ENSG00000231500.7	RPS18
ENSG00000113790.11	EHHADH
ENSG00000131069.20	ACSS2
ENSG00000163449.11	TMEM169
ENSG00000168003.16	SLC3A2
ENSG00000126821.8	SGPP1
ENSG00000177150.13	FAM210A
ENSG00000055147.19	FAM114A2
ENSG00000080802.18	CNOT4
ENSG00000203879.12	GDI1
ENSG00000151612.18	ZNF827
ENSG00000006638.13	TBXA2R
ENSG00000180370.10	PAK2
ENSG00000142494.13	SLC47A1
ENSG00000132467.4	UTP3
ENSG00000142583.18	SLC2A5
ENSG00000161649.13	CD300LG
ENSG00000113916.18	BCL6
ENSG00000142751.15	GPN2
ENSG00000138771.16	SHROOM3
ENSG00000166135.14	HIF1AN
ENSG00000057149.16	SERPINB3
ENSG00000056097.16	ZFR
ENSG00000145220.14	LYAR
ENSG00000108883.13	EFTUD2
ENSG00000198805.12	PNP
ENSG00000123561.15	SERPINA7
ENSG00000240972.2	MIF
ENSG00000066468.23	FGFR2
ENSG00000181856.15	SLC2A4
ENSG00000213853.10	EMP2
ENSG00000146858.8	ZC3HAV1L
ENSG00000064490.14	RFXANK
ENSG00000130244.12	FAM98C
ENSG00000189180.16	ZNF33A
ENSG00000113578.18	FGF1
ENSG00000117155.16	SSX2IP
ENSG00000177613.9	CSTF2T
ENSG00000050393.11	MCUR1
ENSG00000108406.10	DHX40
ENSG00000101144.13	BMP7
ENSG00000160818.16	GPATCH4
ENSG00000125266.8	EFNB2
ENSG00000142197.12	DOPEY2
ENSG00000112118.20	MCM3
ENSG00000144749.13	LRIG1
ENSG00000183309.11	ZNF623
ENSG00000131653.13	TRAF7
ENSG00000130762.15	ARHGEF16
ENSG00000149089.13	APIP
ENSG00000154080.14	CHST9
ENSG00000056998.20	GYG2
ENSG00000075218.19	GTSE1
ENSG00000141084.11	RANBP10
ENSG00000142185.16	TRPM2
ENSG00000178445.10	GLDC
ENSG00000141499.17	WRAP53
ENSG00000083720.13	OXCT1
ENSG00000107185.10	RGP1
ENSG00000112511.17	PHF1
ENSG00000161640.15	SIGLEC11
ENSG00000110315.7	RNF141
ENSG00000046889.19	PREX2
ENSG00000111605.18	CPSF6
ENSG00000142789.20	CELA3A
ENSG00000144406.19	UNC80
ENSG00000143318.13	CASQ1
ENSG00000184428.13	TOP1MT
ENSG00000154001.14	PPP2R5E
ENSG00000240671.4	IGKV1-8
ENSG00000196196.3	HRCT1
ENSG00000076108.11	BAZ2A
ENSG00000123243.15	ITIH5
ENSG00000151746.15	BICD1
ENSG00000108840.15	HDAC5
ENSG00000037280.16	FLT4
ENSG00000130812.10	ANGPTL6
ENSG00000124216.4	SNAI1
ENSG00000156273.16	BACH1
ENSG00000184009.12	ACTG1
ENSG00000154262.13	ABCA6
ENSG00000166329.3	CCDC182
ENSG00000134594.5	RAB33A
ENSG00000100749.8	VRK1
ENSG00000123610.5	TNFAIP6
ENSG00000130755.13	GMFG
ENSG00000163214.21	DHX57
ENSG00000168135.4	KCNJ4
ENSG00000105866.15	SP4
ENSG00000160972.9	PPP1R16A
ENSG00000162441.12	LZIC
ENSG00000198218.11	QRICH1
ENSG00000139546.11	TARBP2
ENSG00000049759.18	NEDD4L
ENSG00000144331.20	ZNF385B
ENSG00000126804.13	ZBTB1
ENSG00000198844.12	ARHGEF15
ENSG00000124126.14	PREX1
ENSG00000128585.18	MKLN1
ENSG00000179335.18	CLK3
ENSG00000250479.9	CHCHD10
ENSG00000159516.9	SPRR2G
ENSG00000122965.11	RBM19
ENSG00000183723.12	CMTM4
ENSG00000080618.16	CPB2
ENSG00000182173.13	TSEN54
ENSG00000064393.16	HIPK2
ENSG00000168772.11	CXXC4
ENSG00000164266.10	SPINK1
ENSG00000104660.19	LEPROTL1
ENSG00000143774.16	GUK1
ENSG00000182636.8	NDN
ENSG00000166068.13	SPRED1
ENSG00000118557.16	PMFBP1
ENSG00000170955.10	CAVIN3
ENSG00000181894.15	ZNF329
ENSG00000153879.9	CEBPG
ENSG00000029363.17	BCLAF1
ENSG00000141068.14	KSR1
ENSG00000227234.2	SPANXB1
ENSG00000005339.15	CREBBP
ENSG00000007866.21	TEAD3
ENSG00000103353.16	UBFD1
ENSG00000120942.13	UBIAD1
ENSG00000130803.15	ZNF317
ENSG00000079482.13	OPHN1
ENSG00000119638.13	NEK9
ENSG00000103546.18	SLC6A2
ENSG00000165609.13	NUDT5
ENSG00000163795.14	ZNF513
ENSG00000170906.16	NDUFA3
ENSG00000153902.14	LGI4
ENSG00000126858.18	RHOT1
ENSG00000008282.8	SYPL1
ENSG00000080189.15	SLC35C2
ENSG00000188158.15	NHS
ENSG00000104047.15	DTWD1
ENSG00000106443.16	PHF14
ENSG00000116521.11	SCAMP3
ENSG00000163517.15	HDAC11
ENSG00000169762.17	TAPT1
ENSG00000122335.17	SERAC1
ENSG00000049283.18	EPN3
ENSG00000153443.13	UBALD1
ENSG00000112414.15	ADGRG6
ENSG00000164056.11	SPRY1
ENSG00000138160.6	KIF11
ENSG00000152953.13	STK32B
ENSG00000124613.8	ZNF391
ENSG00000167193.8	CRK
ENSG00000135074.16	ADAM19
ENSG00000187550.9	SBK2
ENSG00000121005.9	CRISPLD1
ENSG00000138709.19	LARP1B
ENSG00000160191.18	PDE9A
ENSG00000163283.7	ALPP
ENSG00000165660.8	ABRAXAS2
ENSG00000187954.12	CYHR1
ENSG00000144815.16	NXPE3
ENSG00000162923.16	WDR26
ENSG00000167775.11	CD320
ENSG00000123178.15	SPRYD7
ENSG00000129347.21	KRI1
ENSG00000155011.9	DKK2
ENSG00000196620.10	UGT2B15
ENSG00000166126.11	AMN
ENSG00000184634.16	MED12
ENSG00000101745.17	ANKRD12
ENSG00000171530.14	TBCA
ENSG00000157326.19	DHRS4
ENSG00000091164.13	TXNL1
ENSG00000163162.9	RNF149
ENSG00000131389.17	SLC6A6
ENSG00000139269.3	INHBE
ENSG00000017427.17	IGF1
ENSG00000173391.9	OLR1
ENSG00000077157.22	PPP1R12B
ENSG00000067955.15	CBFB
ENSG00000114353.17	GNAI2
ENSG00000211895.5	IGHA1
ENSG00000214860.5	EVPLL
ENSG00000160602.14	NEK8
ENSG00000147804.10	SLC39A4
ENSG00000149131.16	SERPING1
ENSG00000187688.15	TRPV2
ENSG00000107821.15	KAZALD1
ENSG00000173848.19	NET1
ENSG00000176946.12	THAP4
ENSG00000134882.16	UBAC2
ENSG00000136738.15	STAM
ENSG00000145491.12	ROPN1L
ENSG00000221829.10	FANCG
ENSG00000108641.18	B9D1
ENSG00000254685.6	FPGT
ENSG00000138029.14	HADHB
ENSG00000134285.11	FKBP11
ENSG00000101294.18	HM13
ENSG00000110195.13	FOLR1
ENSG00000107263.18	RAPGEF1
ENSG00000109511.12	ANXA10
ENSG00000171103.11	TRMT61B
ENSG00000156642.17	NPTN
ENSG00000140993.11	TIGD7
ENSG00000107731.12	UNC5B
ENSG00000141027.21	NCOR1
ENSG00000136052.9	SLC41A2
ENSG00000110876.9	SELPLG
ENSG00000165282.14	PIGO
ENSG00000189410.12	SH2D5
ENSG00000242265.5	PEG10
ENSG00000122085.17	MTERF4
ENSG00000161267.12	BDH1
ENSG00000175352.11	NRIP3
ENSG00000196209.13	SIRPB2
ENSG00000142910.16	TINAGL1
ENSG00000105379.10	ETFB
ENSG00000113621.15	TXNDC15
ENSG00000181826.10	RELL1
ENSG00000064225.12	ST3GAL6
ENSG00000100099.20	HPS4
ENSG00000164877.19	MICALL2
ENSG00000211979.2	IGHV7-81
ENSG00000182749.5	PAQR7
ENSG00000139223.4	ANP32D
ENSG00000145244.12	CORIN
ENSG00000131386.19	GALNT15
ENSG00000168685.15	IL7R
ENSG00000102359.7	SRPX2
ENSG00000178449.9	COX14
ENSG00000157330.10	C1orf158
ENSG00000105429.13	MEGF8
ENSG00000211661.2	IGLV3-22
ENSG00000068354.16	TBC1D25
ENSG00000129226.14	CD68
ENSG00000214026.11	MRPL23
ENSG00000100281.14	HMGXB4
ENSG00000104852.15	SNRNP70
ENSG00000070081.17	NUCB2
ENSG00000164970.15	FAM219A
ENSG00000114744.9	COMMD2
ENSG00000166164.15	BRD7
ENSG00000196074.13	SYCP2
ENSG00000100320.23	RBFOX2
ENSG00000164125.15	FAM198B
ENSG00000143420.19	ENSA
ENSG00000169814.16	BTD
ENSG00000152229.18	PSTPIP2
ENSG00000129968.15	ABHD17A
ENSG00000241370.5	RPP21
ENSG00000170471.15	RALGAPB
ENSG00000215021.9	PHB2
ENSG00000145736.14	GTF2H2
ENSG00000211962.2	IGHV1-46
ENSG00000183840.7	GPR39
ENSG00000115568.15	ZNF142
ENSG00000115839.18	RAB3GAP1
ENSG00000171469.11	ZNF561
ENSG00000211899.10	IGHM
ENSG00000149187.18	CELF1
ENSG00000130119.17	GNL3L
ENSG00000133627.18	ACTR3B
ENSG00000167700.9	MFSD3
ENSG00000111554.14	MDM1
ENSG00000151116.17	UEVLD
ENSG00000132872.12	SYT4
ENSG00000160211.19	G6PD
ENSG00000086200.16	IPO11
ENSG00000137806.9	NDUFAF1
ENSG00000184486.10	POU3F2
ENSG00000197168.13	NEK5
ENSG00000026950.17	BTN3A1
ENSG00000197323.12	TRIM33
ENSG00000158526.8	TSR2
ENSG00000004961.15	HCCS
ENSG00000153246.13	PLA2R1
ENSG00000120697.9	ALG5
ENSG00000183891.6	TTC32
ENSG00000143110.11	C1orf162
ENSG00000015153.14	YAF2
ENSG00000205362.11	MT1A
ENSG00000150782.12	IL18
ENSG00000174840.9	PDE12
ENSG00000133193.12	FAM104A
ENSG00000140988.16	RPS2
ENSG00000136802.11	LRRC8A
ENSG00000132004.13	FBXW9
ENSG00000171587.15	DSCAM
ENSG00000164142.16	FAM160A1
ENSG00000160305.18	DIP2A
ENSG00000111669.15	TPI1
ENSG00000116266.11	STXBP3
ENSG00000179295.18	PTPN11
ENSG00000049449.10	RCN1
ENSG00000196498.13	NCOR2
ENSG00000178473.7	UCN3
ENSG00000187866.10	FAM122A
ENSG00000083845.9	RPS5
ENSG00000184828.10	ZBTB7C
ENSG00000204610.13	TRIM15
ENSG00000167881.15	SRP68
ENSG00000186020.13	ZNF529
ENSG00000145725.19	PPIP5K2
ENSG00000163939.18	PBRM1
ENSG00000060762.19	MPC1
ENSG00000125454.12	SLC25A19
ENSG00000135363.12	LMO2
ENSG00000003393.15	ALS2
ENSG00000123096.11	SSPN
ENSG00000102935.11	ZNF423
ENSG00000136628.18	EPRS
ENSG00000082212.13	ME2
ENSG00000172586.8	CHCHD1
ENSG00000130023.16	ERMARD
ENSG00000157181.16	ODR4
ENSG00000185015.8	CA13
ENSG00000124532.14	MRS2
ENSG00000187240.16	DYNC2H1
ENSG00000135341.18	MAP3K7
ENSG00000133275.16	CSNK1G2
ENSG00000143195.13	ILDR2
ENSG00000180787.6	ZFP3
ENSG00000170381.14	SEMA3E
ENSG00000106400.12	ZNHIT1
ENSG00000106069.23	CHN2
ENSG00000148926.10	ADM
ENSG00000167645.17	YIF1B
ENSG00000183010.17	PYCR1
ENSG00000036257.13	CUL3
ENSG00000166289.6	PLEKHF1
ENSG00000198860.13	TSEN15
ENSG00000140945.17	CDH13
ENSG00000127995.17	CASD1
ENSG00000135776.5	ABCB10
ENSG00000108179.14	PPIF
ENSG00000198087.7	CD2AP
ENSG00000008197.5	TFAP2D
ENSG00000026297.16	RNASET2
ENSG00000152455.16	SUV39H2
ENSG00000070159.14	PTPN3
ENSG00000183837.9	PNMA3
ENSG00000143575.15	HAX1
ENSG00000139697.14	SBNO1
ENSG00000143387.13	CTSK
ENSG00000126549.10	STATH
ENSG00000055955.17	ITIH4
ENSG00000142961.14	MOB3C
ENSG00000159593.15	NAE1
ENSG00000111801.16	BTN3A3
ENSG00000143033.18	MTF2
ENSG00000135362.14	PRR5L
ENSG00000159917.17	ZNF235
ENSG00000211964.3	IGHV3-48
ENSG00000188690.15	UROS
ENSG00000184990.13	SIVA1
ENSG00000082068.9	WDR70
ENSG00000244122.2	UGT1A7
ENSG00000082684.16	SEMA5B
ENSG00000116455.14	WDR77
ENSG00000128881.17	TTBK2
ENSG00000113282.13	CLINT1
ENSG00000169372.13	CRADD
ENSG00000121964.14	GTDC1
ENSG00000123094.15	RASSF8
ENSG00000205038.12	PKHD1L1
ENSG00000107341.5	UBE2R2
ENSG00000135974.10	C2orf49
ENSG00000054938.15	CHRDL2
ENSG00000182450.13	KCNK4
ENSG00000121075.11	TBX4
ENSG00000129116.19	PALLD
ENSG00000105738.11	SIPA1L3
ENSG00000074696.13	HACD3
ENSG00000100445.17	SDR39U1
ENSG00000106268.15	NUDT1
ENSG00000156958.15	GALK2
ENSG00000161281.11	COX7A1
ENSG00000132604.11	TERF2
ENSG00000180104.16	EXOC3
ENSG00000139613.12	SMARCC2
ENSG00000179083.6	FAM133A
ENSG00000211626.2	IGKV6D-41
ENSG00000185883.12	ATP6V0C
ENSG00000134363.12	FST
ENSG00000143891.17	GALM
ENSG00000088836.14	SLC4A11
ENSG00000139144.10	PIK3C2G
ENSG00000142619.4	PADI3
ENSG00000254470.3	AP5B1
ENSG00000197093.11	GAL3ST4
ENSG00000186417.14	GLDN
ENSG00000106546.14	AHR
ENSG00000150593.18	PDCD4
ENSG00000042753.12	AP2S1
ENSG00000189046.11	ALKBH2
ENSG00000211941.3	IGHV3-11
ENSG00000254535.4	PABPC4L
ENSG00000108946.15	PRKAR1A
ENSG00000177868.12	SVBP
ENSG00000048462.11	TNFRSF17
ENSG00000167487.12	KLHL26
ENSG00000197705.10	KLHL14
ENSG00000106278.12	PTPRZ1
ENSG00000163322.14	ABRAXAS1
ENSG00000108018.15	SORCS1
ENSG00000179361.17	ARID3B
ENSG00000180543.5	TSPYL5
ENSG00000144560.15	VGLL4
ENSG00000168036.18	CTNNB1
ENSG00000166965.12	RCCD1
ENSG00000116678.20	LEPR
ENSG00000110844.13	PRPF40B
ENSG00000067208.14	EVI5
ENSG00000130640.13	TUBGCP2
ENSG00000189337.17	KAZN
ENSG00000163288.14	GABRB1
ENSG00000080822.17	CLDND1
ENSG00000136868.11	SLC31A1
ENSG00000133475.17	GGT2
ENSG00000005812.11	FBXL3
ENSG00000196305.17	IARS
ENSG00000087589.16	CASS4
ENSG00000131482.10	G6PC
ENSG00000113300.13	CNOT6
ENSG00000147180.16	ZNF711
ENSG00000120729.10	MYOT
ENSG00000132361.17	CLUH
ENSG00000092330.18	TINF2
ENSG00000082074.18	FYB1
ENSG00000129566.13	TEP1
ENSG00000142273.13	CBLC
ENSG00000100678.19	SLC8A3
ENSG00000131507.11	NDFIP1
ENSG00000133069.17	TMCC2
ENSG00000109475.16	RPL34
ENSG00000136897.8	MRPL50
ENSG00000136536.15	MARCH7
ENSG00000167114.13	SLC27A4
ENSG00000170043.12	TRAPPC1
ENSG00000136158.12	SPRY2
ENSG00000143226.14	FCGR2A
ENSG00000155636.15	RBM45
ENSG00000150054.18	MPP7
ENSG00000118004.18	COLEC11
ENSG00000132702.13	HAPLN2
ENSG00000168397.17	ATG4B
ENSG00000057704.13	TMCC3
ENSG00000172137.19	CALB2
ENSG00000101463.6	SYNDIG1
ENSG00000203786.6	KPRP
ENSG00000160695.14	VPS11
ENSG00000104853.16	CLPTM1
ENSG00000164134.13	NAA15
ENSG00000128159.12	TUBGCP6
ENSG00000145919.11	BOD1
ENSG00000143858.12	SYT2
ENSG00000111912.20	NCOA7
ENSG00000163191.6	S100A11
ENSG00000100364.18	KIAA0930
ENSG00000166257.9	SCN3B
ENSG00000035403.18	VCL
ENSG00000204262.14	COL5A2
ENSG00000162869.16	PPP1R21
ENSG00000136877.15	FPGS
ENSG00000168404.13	MLKL
ENSG00000174197.16	MGA
ENSG00000125870.11	SNRPB2
ENSG00000242259.8	C22orf39
ENSG00000213694.6	S1PR3
ENSG00000226321.5	CROCC2
ENSG00000166598.15	HSP90B1
ENSG00000006740.17	ARHGAP44
ENSG00000033170.17	FUT8
ENSG00000103175.11	WFDC1
ENSG00000084073.9	ZMPSTE24
ENSG00000152954.12	NRSN1
ENSG00000135070.15	ISCA1
ENSG00000173762.8	CD7
ENSG00000131495.9	NDUFA2
ENSG00000136883.14	KIF12
ENSG00000169249.12	ZRSR2
ENSG00000082641.16	NFE2L1
ENSG00000082781.12	ITGB5
ENSG00000061337.15	LZTS1
ENSG00000100554.12	ATP6V1D
ENSG00000164961.16	WASHC5
ENSG00000110536.14	PTPMT1
ENSG00000101098.13	RIMS4
ENSG00000110958.16	PTGES3
ENSG00000181195.11	PENK
ENSG00000114026.21	OGG1
ENSG00000134982.17	APC
ENSG00000154975.14	CA10
ENSG00000123600.20	METTL8
ENSG00000153208.17	MERTK
ENSG00000099834.19	CDHR5
ENSG00000144451.19	SPAG16
ENSG00000198554.12	WDHD1
ENSG00000203950.6	RTL8A
ENSG00000103061.13	SLC7A6OS
ENSG00000182208.14	MOB2
ENSG00000141568.21	FOXK2
ENSG00000198951.12	NAGA
ENSG00000164576.12	SAP30L
ENSG00000118454.13	ANKRD13C
ENSG00000130699.18	TAF4
ENSG00000139915.21	MDGA2
ENSG00000129654.8	FOXJ1
ENSG00000129911.9	KLF16
ENSG00000087077.14	TRIP6
ENSG00000107938.18	EDRF1
ENSG00000056736.10	IL17RB
ENSG00000067064.11	IDI1
ENSG00000164252.13	AGGF1
ENSG00000102024.18	PLS3
ENSG00000012048.23	BRCA1
ENSG00000181409.14	AATK
ENSG00000177030.17	DEAF1
ENSG00000081014.11	AP4E1
ENSG00000140848.17	CPNE2
ENSG00000069943.10	PIGB
ENSG00000112531.17	QKI
ENSG00000138722.10	MMRN1
ENSG00000125845.7	BMP2
ENSG00000173531.15	MST1
ENSG00000101213.7	PTK6
ENSG00000140983.14	RHOT2
ENSG00000165312.6	OTUD1
ENSG00000167617.3	CDC42EP5
ENSG00000177989.13	ODF3B
ENSG00000166147.14	FBN1
ENSG00000130584.11	ZBTB46
ENSG00000121797.10	CCRL2
ENSG00000168291.13	PDHB
ENSG00000143549.21	TPM3
ENSG00000188070.9	C11orf95
ENSG00000154328.16	NEIL2
ENSG00000225698.3	IGHV3-72
ENSG00000196526.10	AFAP1
ENSG00000101773.19	RBBP8
ENSG00000176490.5	DIRAS1
ENSG00000196839.13	ADA
ENSG00000225830.14	ERCC6
ENSG00000029725.17	RABEP1
ENSG00000182168.15	UNC5C
ENSG00000155561.15	NUP205
ENSG00000061273.18	HDAC7
ENSG00000130511.16	SSBP4
ENSG00000254901.8	BORCS8
ENSG00000198121.13	LPAR1
ENSG00000119392.15	GLE1
ENSG00000166401.15	SERPINB8
ENSG00000127511.9	SIN3B
ENSG00000198597.9	ZNF536
ENSG00000089280.19	FUS
ENSG00000249709.8	ZNF564
ENSG00000003147.19	ICA1
ENSG00000256100.1	AP000721.1
ENSG00000120253.14	NUP43
ENSG00000177879.17	AP3S1
ENSG00000006016.11	CRLF1
ENSG00000135916.16	ITM2C
ENSG00000165943.5	MOAP1
ENSG00000131773.14	KHDRBS3
ENSG00000141298.19	SSH2
ENSG00000169994.18	MYO7B
ENSG00000213066.13	FGFR1OP
ENSG00000164764.11	SBSPON
ENSG00000101811.13	CSTF2
ENSG00000127415.13	IDUA
ENSG00000087250.9	MT3
ENSG00000146733.14	PSPH
ENSG00000158301.18	GPRASP2
ENSG00000174238.15	PITPNA
ENSG00000178904.19	DPY19L3
ENSG00000169432.18	SCN9A
ENSG00000112715.24	VEGFA
ENSG00000189058.9	APOD
ENSG00000176165.12	FOXG1
ENSG00000076984.17	MAP2K7
ENSG00000108830.10	RND2
ENSG00000133561.15	GIMAP6
ENSG00000115594.12	IL1R1
ENSG00000166130.15	IKBIP
ENSG00000183775.11	KCTD16
ENSG00000136695.15	IL36RN
ENSG00000136485.15	DCAF7
ENSG00000141744.4	PNMT
ENSG00000132970.14	WASF3
ENSG00000126602.11	TRAP1
ENSG00000169738.8	DCXR
ENSG00000241468.8	ATP5MF
ENSG00000135778.12	NTPCR
ENSG00000188263.10	IL17REL
ENSG00000183684.8	ALYREF
ENSG00000134873.10	CLDN10
ENSG00000187446.12	CHP1
ENSG00000171862.11	PTEN
ENSG00000065978.19	YBX1
ENSG00000008838.20	MED24
ENSG00000169592.15	INO80E
ENSG00000198824.7	CHAMP1
ENSG00000159176.14	CSRP1
ENSG00000145391.13	SETD7
ENSG00000157404.16	KIT
ENSG00000166263.13	STXBP4
ENSG00000132122.12	SPATA6
ENSG00000108878.5	CACNG1
ENSG00000173868.11	PHOSPHO1
ENSG00000141429.13	GALNT1
ENSG00000117226.12	GBP3
ENSG00000122711.9	SPINK4
ENSG00000066044.15	ELAVL1
ENSG00000106077.18	ABHD11
ENSG00000135750.15	KCNK1
ENSG00000163554.15	SPTA1
ENSG00000110274.16	CEP164
ENSG00000160796.18	NBEAL2
ENSG00000092964.18	DPYSL2
ENSG00000137154.13	RPS6
ENSG00000185129.7	PURA
ENSG00000123453.18	SARDH
ENSG00000164934.14	DCAF13
ENSG00000166886.13	NAB2
ENSG00000172828.13	CES3
ENSG00000141837.21	CACNA1A
ENSG00000164076.17	CAMKV
ENSG00000143536.7	CRNN
ENSG00000135636.14	DYSF
ENSG00000100038.19	TOP3B
ENSG00000100908.14	EMC9
ENSG00000132465.11	JCHAIN
ENSG00000189319.14	FAM53B
ENSG00000151353.15	TMEM18
ENSG00000261115.6	TMEM178B
ENSG00000102893.16	PHKB
ENSG00000082996.19	RNF13
ENSG00000139572.4	GPR84
ENSG00000180834.8	MAP6D1
ENSG00000160999.10	SH2B2
ENSG00000188976.11	NOC2L
ENSG00000163993.7	S100P
ENSG00000277734.8	TRAC
ENSG00000163251.4	FZD5
ENSG00000233276.6	GPX1
ENSG00000025708.14	TYMP
ENSG00000186377.8	CYP4X1
ENSG00000197386.12	HTT
ENSG00000100239.16	PPP6R2
ENSG00000180767.10	CHST13
ENSG00000170855.4	TRIAP1
ENSG00000166889.14	PATL1
ENSG00000140688.17	C16orf58
ENSG00000173230.15	GOLGB1
ENSG00000048740.18	CELF2
ENSG00000076864.19	RAP1GAP
ENSG00000106399.11	RPA3
ENSG00000253276.4	CCDC71L
ENSG00000162745.10	OLFML2B
ENSG00000143515.18	ATP8B2
ENSG00000117305.15	HMGCL
ENSG00000198488.10	B3GNT6
ENSG00000175707.9	KDF1
ENSG00000111344.11	RASAL1
ENSG00000130021.15	PUDP
ENSG00000124217.5	MOCS3
ENSG00000153048.11	CARHSP1
ENSG00000180398.13	MCFD2
ENSG00000162374.18	ELAVL4
ENSG00000141425.18	RPRD1A
ENSG00000244414.6	CFHR1
ENSG00000163618.18	CADPS
ENSG00000123104.12	ITPR2
ENSG00000189159.16	JPT1
ENSG00000188488.14	SERPINA5
ENSG00000188257.11	PLA2G2A
ENSG00000160838.14	LRRC71
ENSG00000136110.13	CNMD
ENSG00000143622.11	RIT1
ENSG00000155100.11	OTUD6B
ENSG00000171204.13	TMEM126B
ENSG00000131378.14	RFTN1
ENSG00000100372.15	SLC25A17
ENSG00000174953.14	DHX36
ENSG00000037474.15	NSUN2
ENSG00000083544.15	TDRD3
ENSG00000143320.9	CRABP2
ENSG00000089847.12	ANKRD24
ENSG00000164484.11	TMEM200A
ENSG00000116133.13	DHCR24
ENSG00000099904.15	ZDHHC8
ENSG00000115966.17	ATF2
ENSG00000118508.5	RAB32
ENSG00000168944.16	CEP120
ENSG00000117308.15	GALE
ENSG00000131914.11	LIN28A
ENSG00000179715.13	PCED1B
ENSG00000204991.11	SPIRE2
ENSG00000164611.13	PTTG1
ENSG00000157227.13	MMP14
ENSG00000173210.19	ABLIM3
ENSG00000064199.6	SPA17
ENSG00000101310.17	SEC23B
ENSG00000159079.19	C21orf59
ENSG00000099365.11	STX1B
ENSG00000176024.18	ZNF613
ENSG00000236699.9	ARHGEF38
ENSG00000102871.16	TRADD
ENSG00000116218.13	NPHS2
ENSG00000221955.10	SLC12A8
ENSG00000204977.10	TRIM13
ENSG00000094916.16	CBX5
ENSG00000122126.17	OCRL
ENSG00000083093.10	PALB2
ENSG00000156050.10	FAM161B
ENSG00000160867.15	FGFR4
ENSG00000113212.7	PCDHB7
ENSG00000173480.11	ZNF417
