From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
Q8NDP4	Q8NDP4	reviewed	ZN439_HUMAN	Zinc finger protein 439	ZNF439	Homo sapiens (Human)	499
Q8NEA6	Q8NEA6	reviewed	GLIS3_HUMAN	Zinc finger protein GLIS3 (GLI-similar 3) (Zinc finger protein 515)	GLIS3 ZNF515	Homo sapiens (Human)	775
Q8NEQ5	Q8NEQ5	reviewed	CA162_HUMAN	Transmembrane protein C1orf162	C1orf162	Homo sapiens (Human)	155
Q8NEV1	Q8NEV1	reviewed	CSK23_HUMAN	Casein kinase II subunit alpha 3, CK II alpha 3, EC 2.7.11.1 (Casein kinase II alpha 1 polypeptide pseudogene)	CSNK2A3 CSNK2A1P	Homo sapiens (Human)	391
Q8NFA2	Q8NFA2	reviewed	NOXO1_HUMAN	NADPH oxidase organizer 1 (NADPH oxidase regulatory protein) (Nox organizer 1) (Nox-organizing protein 1) (SH3 and PX domain-containing protein 5)	NOXO1 P41NOX SH3PXD5	Homo sapiens (Human)	376
Q8NFU3	Q8NFU3	reviewed	TSTD1_HUMAN	Thiosulfate:glutathione sulfurtransferase, TST, EC 2.8.1.-	TSTD1 KAT	Homo sapiens (Human)	115
Q8NFU5	Q8NFU5	reviewed	IPMK_HUMAN	Inositol polyphosphate multikinase, EC 2.7.1.140, EC 2.7.1.151, EC 2.7.1.153 (Inositol 1,3,4,6-tetrakisphosphate 5-kinase)	IPMK IMPK	Homo sapiens (Human)	416
Q8NFV4	Q8NFV4	reviewed	ABHDB_HUMAN	Protein ABHD11, EC 3.-.-.- (Alpha/beta hydrolase domain-containing protein 11, Abhydrolase domain-containing protein 11) (Williams-Beuren syndrome chromosomal region 21 protein)	ABHD11 WBSCR21 PP1226	Homo sapiens (Human)	315
Q8NG48	Q8NG48	reviewed	LINES_HUMAN	Protein Lines homolog 1 (Wnt-signaling molecule Lines homolog 1)	LINS1 LINS WINS1	Homo sapiens (Human)	757
Q8NHU3	Q8NHU3	reviewed	SMS2_HUMAN	Phosphatidylcholine:ceramide cholinephosphotransferase 2, EC 2.7.8.27 (Sphingomyelin synthase 2)	SGMS2 SMS2	Homo sapiens (Human)	365
Q8NHY3	Q8NHY3	reviewed	GA2L2_HUMAN	GAS2-like protein 2 (GAS2-related protein on chromosome 17) (Growth arrest-specific protein 2-like 2)	GAS2L2 GAR17	Homo sapiens (Human)	880
Q8NHY6	Q8NHY6	reviewed	ZFP28_HUMAN	Zinc finger protein 28 homolog, Zfp-28 (Krueppel-like zinc finger factor X6)	ZFP28 KIAA1431	Homo sapiens (Human)	868
Q8NI36	Q8NI36	reviewed	WDR36_HUMAN	WD repeat-containing protein 36 (T-cell activation WD repeat-containing protein, TA-WDRP)	WDR36	Homo sapiens (Human)	951
Q8TAE8	Q8TAE8	reviewed	G45IP_HUMAN	Growth arrest and DNA damage-inducible proteins-interacting protein 1 (39S ribosomal protein L59, mitochondrial, MRP-L59) (CKII beta-associating protein) (CR6-interacting factor 1, CRIF1) (Mitochondrial large ribosomal subunit protein mL64) (Papillomavirus L2-interacting nuclear protein 1, PLINP, PLINP-1) (p53-responsive gene 6 protein)	GADD45GIP1 MRPL59 PLINP1 PRG6	Homo sapiens (Human)	222
Q8TAK5	Q8TAK5	reviewed	GABP2_HUMAN	GA-binding protein subunit beta-2, GABP subunit beta-2, GABPB-2	GABPB2	Homo sapiens (Human)	448
Q8TB03	Q8TB03	reviewed	CX038_HUMAN	Uncharacterized protein CXorf38	CXorf38	Homo sapiens (Human)	319
Q8TBB1	Q8TBB1	reviewed	LNX1_HUMAN	E3 ubiquitin-protein ligase LNX, EC 2.3.2.27 (Ligand of Numb-protein X 1) (Numb-binding protein 1) (PDZ domain-containing RING finger protein 2) (RING-type E3 ubiquitin transferase LNX)	LNX1 LNX PDZRN2 UNQ574/PRO1136	Homo sapiens (Human)	728
Q8TBB6	Q8TBB6	reviewed	S7A14_HUMAN	Probable cationic amino acid transporter (Solute carrier family 7 member 14)	SLC7A14 KIAA1613	Homo sapiens (Human)	771
Q8TBZ6	Q8TBZ6	reviewed	TM10A_HUMAN	tRNA methyltransferase 10 homolog A, EC 2.1.1.221 (RNA (guanine-9-)-methyltransferase domain-containing protein 2) (tRNA (guanine(9)-N(1))-methyltransferase TRMT10A)	TRMT10A RG9MTD2	Homo sapiens (Human)	339
Q8TC41	Q8TC41	reviewed	RN217_HUMAN	E3 ubiquitin-protein ligase RNF217, EC 2.3.2.31 (IBR domain-containing protein 1) (Opposite STL) (RING finger protein 217)	RNF217 C6orf172 IBRDC1 OSTL	Homo sapiens (Human)	542
Q8TC92	Q8TC92	reviewed	ENOX1_HUMAN	Ecto-NOX disulfide-thiol exchanger 1 (Candidate growth-related and time keeping constitutive hydroquinone [NADH] oxidase, cCNOX) (Cell proliferation-inducing gene 38 protein) (Constitutive Ecto-NOX, cNOX) [Includes: Hydroquinone [NADH] oxidase, EC 1.-.-.-; Protein disulfide-thiol oxidoreductase, EC 1.-.-.- ]	ENOX1 PIG38	Homo sapiens (Human)	643
Q8TCA0	Q8TCA0	reviewed	LRC20_HUMAN	Leucine-rich repeat-containing protein 20	LRRC20 UNQ2429/PRO4989	Homo sapiens (Human)	184
Q8TCB7	Q8TCB7	reviewed	METL6_HUMAN	tRNA N(3)-methylcytidine methyltransferase METTL6, EC 2.1.1.- (Methyltransferase-like protein 6, hMETTL6)	METTL6	Homo sapiens (Human)	284
Q8TCG1	Q8TCG1	reviewed	CIP2A_HUMAN	Protein CIP2A (Cancerous inhibitor of PP2A) (p90 autoantigen)	CIP2A KIAA1524	Homo sapiens (Human)	905
Q8TCG5	Q8TCG5	reviewed	CPT1C_HUMAN	Carnitine O-palmitoyltransferase 1, brain isoform, CPT1-B, EC 2.3.1.21 (CPT IC) (Carnitine O-palmitoyltransferase I, brain isoform, CPTI-B) (Carnitine palmitoyltransferase 1C)	CPT1C CATL1	Homo sapiens (Human)	803
Q8TCP9	Q8TCP9	reviewed	F200A_HUMAN	Protein FAM200A	FAM200A C7orf38	Homo sapiens (Human)	573
Q8TCS8	Q8TCS8	reviewed	PNPT1_HUMAN	Polyribonucleotide nucleotidyltransferase 1, mitochondrial, EC 2.7.7.8 (3'-5' RNA exonuclease OLD35) (PNPase old-35) (Polynucleotide phosphorylase 1, PNPase 1) (Polynucleotide phosphorylase-like protein)	PNPT1 PNPASE	Homo sapiens (Human)	783
Q8TCT7	Q8TCT7	reviewed	SPP2B_HUMAN	Signal peptide peptidase-like 2B, SPP-like 2B, SPPL2b, EC 3.4.23.- (Intramembrane protease 4, IMP-4) (Presenilin homologous protein 4, PSH4) (Presenilin-like protein 1)	SPPL2B IMP4 KIAA1532 PSL1	Homo sapiens (Human)	592
Q8TCX5	Q8TCX5	reviewed	RHPN1_HUMAN	Rhophilin-1 (GTP-Rho-binding protein 1)	RHPN1 KIAA1929	Homo sapiens (Human)	670
Q8TCY9	Q8TCY9	reviewed	URGCP_HUMAN	Up-regulator of cell proliferation (HBV X protein up-regulated gene 4 protein) (HBxAg up-regulated gene 4 protein)	URGCP KIAA1507 URG4	Homo sapiens (Human)	931
Q8TD20	Q8TD20	reviewed	GTR12_HUMAN	Solute carrier family 2, facilitated glucose transporter member 12 (Glucose transporter type 12, GLUT-12)	SLC2A12 GLUT12	Homo sapiens (Human)	617
Q8TD22	Q8TD22	reviewed	SFXN5_HUMAN	Sideroflexin-5	SFXN5	Homo sapiens (Human)	340
Q8TDS4	Q8TDS4	reviewed	HCAR2_HUMAN	Hydroxycarboxylic acid receptor 2 (G-protein coupled receptor 109A) (G-protein coupled receptor HM74A) (Niacin receptor 1) (Nicotinic acid receptor)	HCAR2 GPR109A HCA2 HM74A NIACR1	Homo sapiens (Human)	363
Q8TDX6	Q8TDX6	reviewed	CGAT1_HUMAN	Chondroitin sulfate N-acetylgalactosaminyltransferase 1, CsGalNAcT-1, EC 2.4.1.174 (Chondroitin beta-1,4-N-acetylgalactosaminyltransferase 1, Beta4GalNAcT-1)	CSGALNACT1 CHGN GALNACT1 UNQ656/PRO1287	Homo sapiens (Human)	532
Q8TE02	Q8TE02	reviewed	ELP5_HUMAN	Elongator complex protein 5 (Dermal papilla-derived protein 6) (S-phase 2 protein)	ELP5 C17orf81 DERP6 HSPC002 MSTP071	Homo sapiens (Human)	316
Q8TE04	Q8TE04	reviewed	PANK1_HUMAN	Pantothenate kinase 1, hPanK, hPanK1, EC 2.7.1.33 (Pantothenic acid kinase 1)	PANK1 PANK	Homo sapiens (Human)	598
Q8TE59	Q8TE59	reviewed	ATS19_HUMAN	A disintegrin and metalloproteinase with thrombospondin motifs 19, ADAM-TS 19, ADAM-TS19, ADAMTS-19, EC 3.4.24.-	ADAMTS19	Homo sapiens (Human)	1207
Q8TE60	Q8TE60	reviewed	ATS18_HUMAN	A disintegrin and metalloproteinase with thrombospondin motifs 18, ADAM-TS 18, ADAM-TS18, ADAMTS-18, EC 3.4.24.-	ADAMTS18 ADAMTS21	Homo sapiens (Human)	1221
Q8TE73	Q8TE73	reviewed	DYH5_HUMAN	Dynein axonemal heavy chain 5 (Axonemal beta dynein heavy chain 5) (Ciliary dynein heavy chain 5)	DNAH5 DNAHC5 HL1 KIAA1603	Homo sapiens (Human)	4624
Q8TEC5	Q8TEC5	reviewed	SH3R2_HUMAN	E3 ubiquitin-protein ligase SH3RF2, EC 2.3.2.27 (Heart protein phosphatase 1-binding protein, HEPP1) (POSH-eliminating RING protein) (Protein phosphatase 1 regulatory subunit 39) (RING finger protein 158) (RING-type E3 ubiquitin transferase SH3RF2) (SH3 domain-containing RING finger protein 2)	SH3RF2 POSH3 POSHER PPP1R39 RNF158	Homo sapiens (Human)	729
Q8TEX9	Q8TEX9	reviewed	IPO4_HUMAN	Importin-4, Imp4 (Importin-4b, Imp4b) (Ran-binding protein 4, RanBP4)	IPO4 IMP4B RANBP4	Homo sapiens (Human)	1081
Q8TEY5	Q8TEY5	reviewed	CR3L4_HUMAN	Cyclic AMP-responsive element-binding protein 3-like protein 4, cAMP-responsive element-binding protein 3-like protein 4 (Androgen-induced basic leucine zipper protein, AIbZIP) (Attaching to CRE-like 1, ATCE1) (Cyclic AMP-responsive element-binding protein 4, CREB-4, cAMP-responsive element-binding protein 4) (Transcript induced in spermiogenesis protein 40, Tisp40) (hJAL) [Cleaved into: Processed cyclic AMP-responsive element-binding protein 3-like protein 4 ]	CREB3L4 AIBZIP CREB4 JAL	Homo sapiens (Human)	395
Q8TF32	Q8TF32	reviewed	ZN431_HUMAN	Zinc finger protein 431	ZNF431 KIAA1969	Homo sapiens (Human)	576
Q8TF42	Q8TF42	reviewed	UBS3B_HUMAN	Ubiquitin-associated and SH3 domain-containing protein B, EC 3.1.3.48 (Cbl-interacting protein p70) (Suppressor of T-cell receptor signaling 1, STS-1) (T-cell ubiquitin ligand 2, TULA-2) (Tyrosine-protein phosphatase STS1/TULA2)	UBASH3B KIAA1959 STS1	Homo sapiens (Human)	649
Q8TF46	Q8TF46	reviewed	DI3L1_HUMAN	DIS3-like exonuclease 1, EC 3.1.13.-	DIS3L DIS3L1 KIAA1955	Homo sapiens (Human)	1054
Q8TF50	Q8TF50	reviewed	ZN526_HUMAN	Zinc finger protein 526	ZNF526 KIAA1951	Homo sapiens (Human)	670
Q8TF62	Q8TF62	reviewed	AT8B4_HUMAN	Probable phospholipid-transporting ATPase IM, EC 7.6.2.1 (ATPase class I type 8B member 4) (P4-ATPase flippase complex alpha subunit ATP8B4)	ATP8B4 KIAA1939	Homo sapiens (Human)	1192
Q8WTR7	Q8WTR7	reviewed	ZN473_HUMAN	Zinc finger protein 473 (Zinc finger protein 100 homolog, Zfp-100)	ZNF473 KIAA1141 ZFP100	Homo sapiens (Human)	871
Q8WTS6	Q8WTS6	reviewed	SETD7_HUMAN	Histone-lysine N-methyltransferase SETD7, EC 2.1.1.364 (Histone H3-K4 methyltransferase SETD7, H3-K4-HMTase SETD7) (Lysine N-methyltransferase 7) (SET domain-containing protein 7) (SET7/9)	SETD7 KIAA1717 KMT7 SET7 SET9	Homo sapiens (Human)	366
Q8WU17	Q8WU17	reviewed	RN139_HUMAN	E3 ubiquitin-protein ligase RNF139, EC 2.3.2.27 (RING finger protein 139) (RING-type E3 ubiquitin transferase RNF139) (Translocation in renal carcinoma on chromosome 8 protein)	RNF139 TRC8	Homo sapiens (Human)	664
Q8WUQ7	Q8WUQ7	reviewed	CATIN_HUMAN	Cactin (Renal carcinoma antigen NY-REN-24)	CACTIN C19orf29	Homo sapiens (Human)	758
Q8WUR7	Q8WUR7	reviewed	CO040_HUMAN	UPF0235 protein C15orf40	C15orf40	Homo sapiens (Human)	153
Q8WUX1	Q8WUX1	reviewed	S38A5_HUMAN	Sodium-coupled neutral amino acid transporter 5 (Solute carrier family 38 member 5) (System N transporter 2)	SLC38A5 JM24 SN2 SNAT5 PP7194	Homo sapiens (Human)	472
Q8WV07	Q8WV07	reviewed	LTO1_HUMAN	Protein LTO1 homolog (Oral cancer-overexpressed protein 1) (Tumor-amplified and overexpressed sequence 1)	LTO1 ORAOV1 TAOS1	Homo sapiens (Human)	137
Q8WV83	Q8WV83	reviewed	S35F5_HUMAN	Solute carrier family 35 member F5 (Hepatitis C virus NS5A-transactivated protein 3, HCV NS5A-transactivated protein 3)	SLC35F5 NS5ATP3 UNQ2545/PRO6097	Homo sapiens (Human)	523
Q8WVN6	Q8WVN6	reviewed	SCTM1_HUMAN	Secreted and transmembrane protein 1 (Protein K-12)	SECTM1 K12	Homo sapiens (Human)	248
Q8WWM9	Q8WWM9	reviewed	CYGB_HUMAN	Cytoglobin (Histoglobin, HGb) (Stellate cell activation-associated protein)	CYGB STAP	Homo sapiens (Human)	190
Q8WWQ8	Q8WWQ8	reviewed	STAB2_HUMAN	Stabilin-2 (FAS1 EGF-like and X-link domain-containing adhesion molecule 2) (Fasciclin, EGF-like, laminin-type EGF-like and link domain-containing scavenger receptor 2, FEEL-2) (Hyaluronan receptor for endocytosis) [Cleaved into: 190 kDa form stabilin-2 (190 kDa hyaluronan receptor for endocytosis) ]	STAB2 FEEL2 FELL FEX2 HARE	Homo sapiens (Human)	2551
Q8WXA3	Q8WXA3	reviewed	RUFY2_HUMAN	RUN and FYVE domain-containing protein 2 (Rab4-interacting protein related)	RUFY2 KIAA1537 RABIP4R	Homo sapiens (Human)	606
Q8WXF0	Q8WXF0	reviewed	SRS12_HUMAN	Serine/arginine-rich splicing factor 12 (35 kDa SR repressor protein, SRrp35) (Splicing factor, arginine/serine-rich 13B) (Splicing factor, arginine/serine-rich 19)	SRSF12 SFRS13B SFRS19 SRRP35	Homo sapiens (Human)	261
Q8WXS5	Q8WXS5	reviewed	CCG8_HUMAN	Voltage-dependent calcium channel gamma-8 subunit (Neuronal voltage-gated calcium channel gamma-8 subunit) (Transmembrane AMPAR regulatory protein gamma-8, TARP gamma-8)	CACNG8 CACNG6	Homo sapiens (Human)	425
Q8WXW3	Q8WXW3	reviewed	PIBF1_HUMAN	Progesterone-induced-blocking factor 1, PIBF (Centrosomal protein of 90 kDa, CEP90)	PIBF1 C13orf24 PIBF	Homo sapiens (Human)	757
Q8WXX5	Q8WXX5	reviewed	DNJC9_HUMAN	DnaJ homolog subfamily C member 9, HDJC9 (DnaJ protein SB73)	DNAJC9	Homo sapiens (Human)	260
Q8WY54	Q8WY54	reviewed	PPM1E_HUMAN	Protein phosphatase 1E, EC 3.1.3.16 (Ca(2+)/calmodulin-dependent protein kinase phosphatase N, CaMKP-N) (CaMKP-nucleus, CaMKN) (Partner of PIX 1) (Partner of PIX-alpha, Partner of PIXA)	PPM1E CAMKN KIAA1072 POPX1	Homo sapiens (Human)	755
Q8WYK2	Q8WYK2	reviewed	JDP2_HUMAN	Jun dimerization protein 2	JDP2	Homo sapiens (Human)	163
Q92466	Q92466	reviewed	DDB2_HUMAN	DNA damage-binding protein 2 (DDB p48 subunit, DDBb) (Damage-specific DNA-binding protein 2) (UV-damaged DNA-binding protein 2, UV-DDB 2)	DDB2	Homo sapiens (Human)	427
Q92504	Q92504	reviewed	S39A7_HUMAN	Zinc transporter SLC39A7 (Histidine-rich membrane protein Ke4) (Really interesting new gene 5 protein) (Solute carrier family 39 member 7) (Zrt-, Irt-like protein 7, ZIP7)	SLC39A7 HKE4 RING5	Homo sapiens (Human)	469
Q92523	Q92523	reviewed	CPT1B_HUMAN	Carnitine O-palmitoyltransferase 1, muscle isoform, CPT1-M, EC 2.3.1.21 (Carnitine O-palmitoyltransferase I, muscle isoform, CPT I, CPTI-M) (Carnitine palmitoyltransferase 1B) (Carnitine palmitoyltransferase I-like protein)	CPT1B KIAA1670	Homo sapiens (Human)	772
Q92526	Q92526	reviewed	TCPW_HUMAN	T-complex protein 1 subunit zeta-2, TCP-1-zeta-2 (CCT-zeta-2) (CCT-zeta-like) (TCP-1-zeta-like) (Testis-specific Tcp20) (Testis-specific protein TSA303)	CCT6B	Homo sapiens (Human)	530
Q92552	Q92552	reviewed	RT27_HUMAN	28S ribosomal protein S27, mitochondrial, MRP-S27, S27mt (Mitochondrial ribosomal protein S27) (Mitochondrial small ribosomal subunit protein mS27)	MRPS27 KIAA0264	Homo sapiens (Human)	414
Q92569	Q92569	reviewed	P55G_HUMAN	Phosphatidylinositol 3-kinase regulatory subunit gamma, PI3-kinase regulatory subunit gamma, PI3K regulatory subunit gamma, PtdIns-3-kinase regulatory subunit gamma (Phosphatidylinositol 3-kinase 55 kDa regulatory subunit gamma, PI3-kinase subunit p55-gamma, PtdIns-3-kinase regulatory subunit p55-gamma) (p55PIK)	PIK3R3	Homo sapiens (Human)	461
Q92664	Q92664	reviewed	TF3A_HUMAN	Transcription factor IIIA, TFIIIA	GTF3A	Homo sapiens (Human)	365
Q92681	Q92681	reviewed	RSCA1_HUMAN	Regulatory solute carrier protein family 1 member 1 (Transporter regulator RS1, hRS1)	RSC1A1	Homo sapiens (Human)	617
Q92851	Q92851	reviewed	CASPA_HUMAN	Caspase-10, CASP-10, EC 3.4.22.63 (Apoptotic protease Mch-4) (FAS-associated death domain protein interleukin-1B-converting enzyme 2, FLICE2) (ICE-like apoptotic protease 4) [Cleaved into: Caspase-10 subunit p23/17; Caspase-10 subunit p12 ]	CASP10 MCH4	Homo sapiens (Human)	521
Q92858	Q92858	reviewed	ATOH1_HUMAN	Transcription factor ATOH1 (Atonal bHLH transcription factor 1) (Class A basic helix-loop-helix protein 14, bHLHa14) (Helix-loop-helix protein hATH-1, hATH1) (Protein atonal homolog 1)	ATOH1 ATH1 BHLHA14	Homo sapiens (Human)	354
Q92871	Q92871	reviewed	PMM1_HUMAN	Phosphomannomutase 1, PMM 1, EC 5.4.2.8 (PMMH-22)	PMM1 PMMH22	Homo sapiens (Human)	262
Q92882	Q92882	reviewed	OSTF1_HUMAN	Osteoclast-stimulating factor 1	OSTF1	Homo sapiens (Human)	214
Q92913	Q92913	reviewed	FGF13_HUMAN	Fibroblast growth factor 13, FGF-13 (Fibroblast growth factor homologous factor 2, FHF-2)	FGF13 FHF2	Homo sapiens (Human)	245
Q92928	Q92928	reviewed	RAB1C_HUMAN	Putative Ras-related protein Rab-1C, hRab1c, EC 3.6.5.2	RAB1C	Homo sapiens (Human)	201
Q92956	Q92956	reviewed	TNR14_HUMAN	Tumor necrosis factor receptor superfamily member 14 (Herpes virus entry mediator A, Herpesvirus entry mediator A, HveA) (Tumor necrosis factor receptor-like 2, TR2) (CD antigen CD270)	TNFRSF14 HVEA HVEM UNQ329/PRO509	Homo sapiens (Human)	283
Q92979	Q92979	reviewed	NEP1_HUMAN	Ribosomal RNA small subunit methyltransferase NEP1, EC 2.1.1.- (18S rRNA (pseudouridine(1248)-N1)-methyltransferase) (18S rRNA Psi1248 methyltransferase) (Nucleolar protein EMG1 homolog) (Protein C2f) (Ribosome biogenesis protein NEP1)	EMG1 C2F	Homo sapiens (Human)	244
Q93083	Q93083	reviewed	MT1L_HUMAN	Metallothionein-1L, MT-1L (Metallothionein-IL, MT-IL)	MT1L	Homo sapiens (Human)	61
Q93096	Q93096	reviewed	TP4A1_HUMAN	Protein tyrosine phosphatase type IVA 1, EC 3.1.3.48 (PTP(CAAXI)) (Protein-tyrosine phosphatase 4a1) (Protein-tyrosine phosphatase of regenerating liver 1, PRL-1)	PTP4A1 PRL1 PTPCAAX1	Homo sapiens (Human)	173
Q969F1	Q969F1	reviewed	TF3C6_HUMAN	General transcription factor 3C polypeptide 6 (Transcription factor IIIC 35 kDa subunit, TFIIIC 35 kDa subunit, TFIIIC35) (Transcription factor IIIC subunit 6)	GTF3C6 C6orf51 CDA020 NPD020	Homo sapiens (Human)	213
Q969F9	Q969F9	reviewed	HPS3_HUMAN	BLOC-2 complex member HPS3 (Hermansky-Pudlak syndrome 3 protein)	HPS3	Homo sapiens (Human)	1004
Q969H6	Q969H6	reviewed	POP5_HUMAN	Ribonuclease P/MRP protein subunit POP5, hPop5	POP5 AD-008 HSPC004 x0003	Homo sapiens (Human)	163
Q969K7	Q969K7	reviewed	TMM54_HUMAN	Transmembrane protein 54 (Beta-casein-like protein) (Protein CAC-1)	TMEM54 BCLP CAC1	Homo sapiens (Human)	222
Q969L2	Q969L2	reviewed	MAL2_HUMAN	Protein MAL2	MAL2	Homo sapiens (Human)	176
Q969T9	Q969T9	reviewed	WBP2_HUMAN	WW domain-binding protein 2, WBP-2	WBP2	Homo sapiens (Human)	261
Q969U7	Q969U7	reviewed	PSMG2_HUMAN	Proteasome assembly chaperone 2, PAC-2 (Hepatocellular carcinoma-susceptibility protein 3) (Tumor necrosis factor superfamily member 5-induced protein 1)	PSMG2 HCCA3 PAC2 TNFSF5IP1	Homo sapiens (Human)	264
Q969W9	Q969W9	reviewed	PMEPA_HUMAN	Protein TMEPAI (Prostate transmembrane protein androgen induced 1) (Solid tumor-associated 1 protein) (Transmembrane prostate androgen-induced protein)	PMEPA1 STAG1 TMEPAI	Homo sapiens (Human)	287
Q969X0	Q969X0	reviewed	RIPL2_HUMAN	RILP-like protein 2 (Rab-interacting lysosomal protein-like 2) (p40phox-binding protein)	RILPL2 RLP2	Homo sapiens (Human)	211
Q96A54	Q96A54	reviewed	PAQR1_HUMAN	Adiponectin receptor protein 1 (Progestin and adipoQ receptor family member 1) (Progestin and adipoQ receptor family member I)	ADIPOR1 PAQR1 TESBP1A CGI-45	Homo sapiens (Human)	375
Q96A70	Q96A70	reviewed	AZIN2_HUMAN	Antizyme inhibitor 2, AzI2 (Arginine decarboxylase, ADC, ARGDC) (Ornithine decarboxylase-like protein, ODC-like protein) (ornithine decarboxylase paralog, ODC-p)	AZIN2 ADC KIAA1945 ODCP	Homo sapiens (Human)	460
Q96A72	Q96A72	reviewed	MGN2_HUMAN	Protein mago nashi homolog 2	MAGOHB MAGOH2	Homo sapiens (Human)	148
Q96AC6	Q96AC6	reviewed	KIFC2_HUMAN	Kinesin-like protein KIFC2	KIFC2	Homo sapiens (Human)	838
Q96AE7	Q96AE7	reviewed	TTC17_HUMAN	Tetratricopeptide repeat protein 17, TPR repeat protein 17	TTC17	Homo sapiens (Human)	1141
Q96AJ1	Q96AJ1	reviewed	CLUA1_HUMAN	Clusterin-associated protein 1 (Qilin)	CLUAP1 KIAA0643	Homo sapiens (Human)	413
Q96AQ1	Q96AQ1	reviewed	CC74A_HUMAN	Coiled-coil domain-containing protein 74A	CCDC74A	Homo sapiens (Human)	378
Q96B54	Q96B54	reviewed	ZN428_HUMAN	Zinc finger protein 428 (Enzyme-like protein PIT13)	ZNF428 C19orf37	Homo sapiens (Human)	188
Q96B67	Q96B67	reviewed	ARRD3_HUMAN	Arrestin domain-containing protein 3 (TBP-2-like inducible membrane protein, TLIMP)	ARRDC3 KIAA1376	Homo sapiens (Human)	414
Q96B96	Q96B96	reviewed	LDAF1_HUMAN	Lipid droplet assembly factor 1 (Promethin) (Transmembrane protein 159)	LDAF1 TMEM159	Homo sapiens (Human)	161
Q96BI3	Q96BI3	reviewed	APH1A_HUMAN	Gamma-secretase subunit APH-1A, APH-1a (Aph-1alpha) (Presenilin-stabilization factor)	APH1A PSF CGI-78 UNQ579/PRO1141	Homo sapiens (Human)	265
Q96BN6	Q96BN6	reviewed	F149B_HUMAN	Primary cilium assembly protein FAM149B1	FAM149B1 KIAA0974	Homo sapiens (Human)	582
Q96BN8	Q96BN8	reviewed	OTUL_HUMAN	Ubiquitin thioesterase otulin, EC 3.4.19.12 (Deubiquitinating enzyme otulin) (OTU domain-containing deubiquitinase with linear linkage specificity) (Ubiquitin thioesterase Gumby)	OTULIN FAM105B	Homo sapiens (Human)	352
Q96BV0	Q96BV0	reviewed	ZN775_HUMAN	Zinc finger protein 775	ZNF775	Homo sapiens (Human)	537
Q96BY9	Q96BY9	reviewed	SARAF_HUMAN	Store-operated calcium entry-associated regulatory factor, SARAF, SOCE-associated regulatory factor (HBV X-transactivated gene 3 protein) (HBV XAg-transactivated protein 3) (Protein FOAP-7) (Transmembrane protein 66)	SARAF TMEM66 XTP3 HSPC035 NPD003 PSEC0019 UNQ1967/PRO4499	Homo sapiens (Human)	339
Q96C19	Q96C19	reviewed	EFHD2_HUMAN	EF-hand domain-containing protein D2 (Swiprosin-1)	EFHD2 SWS1	Homo sapiens (Human)	240
Q96CA5	Q96CA5	reviewed	BIRC7_HUMAN	Baculoviral IAP repeat-containing protein 7, EC 2.3.2.27 (Kidney inhibitor of apoptosis protein, KIAP) (Livin) (Melanoma inhibitor of apoptosis protein, ML-IAP) (RING finger protein 50) (RING-type E3 ubiquitin transferase BIRC7) [Cleaved into: Baculoviral IAP repeat-containing protein 7 30kDa subunit, Truncated livin, p30-Livin, tLivin ]	BIRC7 KIAP LIVIN MLIAP RNF50 UNQ5800/PRO19607/PRO21344	Homo sapiens (Human)	298
Q96CB9	Q96CB9	reviewed	NSUN4_HUMAN	5-methylcytosine rRNA methyltransferase NSUN4, EC 2.1.1.- (5-methylcytosine tRNA methyltransferase NSUN4, EC 2.1.1.-) (NOL1/NOP2/Sun domain family member 4)	NSUN4	Homo sapiens (Human)	384
Q96CM3	Q96CM3	reviewed	RUSD4_HUMAN	Pseudouridylate synthase RPUSD4, mitochondrial, EC 5.4.99.- (RNA pseudouridylate synthase domain-containing protein 4)	RPUSD4	Homo sapiens (Human)	377
Q96CN4	Q96CN4	reviewed	EVI5L_HUMAN	EVI5-like protein (Ecotropic viral integration site 5-like protein)	EVI5L	Homo sapiens (Human)	794
Q96CN5	Q96CN5	reviewed	LRC45_HUMAN	Leucine-rich repeat-containing protein 45	LRRC45	Homo sapiens (Human)	670
Q96CS3	Q96CS3	reviewed	FAF2_HUMAN	FAS-associated factor 2 (Protein ETEA) (UBX domain-containing protein 3B) (UBX domain-containing protein 8)	FAF2 ETEA KIAA0887 UBXD8 UBXN3B	Homo sapiens (Human)	445
Q96CU9	Q96CU9	reviewed	FXRD1_HUMAN	FAD-dependent oxidoreductase domain-containing protein 1, EC 1.-.-.-	FOXRED1 FP634	Homo sapiens (Human)	486
Q96D05	Q96D05	reviewed	F241B_HUMAN	Protein FAM241B	FAM241B C10orf35	Homo sapiens (Human)	121
Q96D42	Q96D42	reviewed	HAVR1_HUMAN	Hepatitis A virus cellular receptor 1, HAVcr-1 (Kidney injury molecule 1, KIM-1) (T-cell immunoglobulin and mucin domain-containing protein 1, TIMD-1) (T-cell immunoglobulin mucin receptor 1, TIM, TIM-1) (T-cell membrane protein 1) (CD antigen CD365)	HAVCR1 KIM1 TIM1 TIMD1	Homo sapiens (Human)	364
Q96D96	Q96D96	reviewed	HVCN1_HUMAN	Voltage-gated hydrogen channel 1 (Hydrogen voltage-gated channel 1, HV1) (Voltage sensor domain-only protein)	HVCN1 VSOP UNQ578/PRO1140	Homo sapiens (Human)	273
