ENSG00000105939	ZC3HAV1
ENSG00000275832	ARHGAP23
ENSG00000177469	CAVIN1
ENSG00000115977	AAK1
ENSG00000168497	CAVIN2
ENSG00000150764	DIXDC1
ENSG00000080345	RIF1
ENSG00000134762	DSC3
ENSG00000124788	ATXN1
ENSG00000140474	ULK3
ENSG00000087470	DNM1L
ENSG00000137818	RPLP1
ENSG00000132849	PATJ
ENSG00000143321	HDGF
ENSG00000176624	MEX3C
ENSG00000137699	TRIM29
ENSG00000141027	NCOR1
ENSG00000121892	PDS5A
ENSG00000061938	TNK2
ENSG00000129422	MTUS1
ENSG00000099204	ABLIM1
ENSG00000089177	KIF16B
ENSG00000149115	TNKS1BP1
ENSG00000138386	NAB1
ENSG00000125482	TTF1
ENSG00000084774	CAD
ENSG00000170515	PA2G4
ENSG00000109458	GAB1
ENSG00000106211	HSPB1
ENSG00000075292	ZNF638
ENSG00000125447	GGA3
ENSG00000163359	COL6A3
ENSG00000086102	NFX1
ENSG00000054118	THRAP3
ENSG00000185950	IRS2
ENSG00000115806	GORASP2
ENSG00000167978	SRRM2
ENSG00000105289	TJP3
ENSG00000109381	ELF2
ENSG00000152137	HSPB8
ENSG00000151693	ASAP2
ENSG00000011677	GABRA3
ENSG00000013297	CLDN11
ENSG00000122779	TRIM24
ENSG00000127328	RAB3IP
ENSG00000110958	PTGES3
ENSG00000213719	CLIC1
ENSG00000163840	DTX3L
ENSG00000054118	THRAP3
ENSG00000103479	RBL2
ENSG00000136111	TBC1D4
ENSG00000127481	UBR4
ENSG00000166689	PLEKHA7
ENSG00000152104	PTPN14
ENSG00000185567	AHNAK2
ENSG00000275052	PPP4R3B
ENSG00000089220	PEBP1
ENSG00000261236	BOP1
ENSG00000087470	DNM1L
ENSG00000136279	DBNL
ENSG00000136878	USP20
ENSG00000079691	CARMIL1
ENSG00000130479	MAP1S
ENSG00000026025	VIM
ENSG00000020922	MRE11
ENSG00000174106	LEMD3
ENSG00000205726	ITSN1
ENSG00000004534	RBM6
ENSG00000109111	SUPT6H
ENSG00000082258	CCNT2
ENSG00000100813	ACIN1
ENSG00000180263	FGD6
ENSG00000067369	TP53BP1
ENSG00000167978	SRRM2
ENSG00000047849	MAP4
ENSG00000139436	GIT2
ENSG00000094804	CDC6
ENSG00000171560	FGA
ENSG00000138639	ARHGAP24
ENSG00000104427	ZC2HC1A
ENSG00000112739	PRPF4B
ENSG00000104067	TJP1
ENSG00000178209	PLEC
ENSG00000197579	TOPORS
ENSG00000076928	ARHGEF1
ENSG00000099331	MYO9B
ENSG00000100567	PSMA3
ENSG00000204634	TBC1D8
ENSG00000171132	PRKCE
ENSG00000149929	HIRIP3
ENSG00000174705	SH3PXD2B
ENSG00000150457	LATS2
ENSG00000162384	C1orf123
ENSG00000005302	MSL3
ENSG00000167613	LAIR1
ENSG00000112983	BRD8
ENSG00000101052	IFT52
ENSG00000131653	TRAF7
ENSG00000166833	NAV2
ENSG00000196591	HDAC2
ENSG00000275832	ARHGAP23
ENSG00000146409	SLC18B1
ENSG00000148337	CIZ1
ENSG00000135052	GOLM1
ENSG00000170776	AKAP13
ENSG00000110514	MADD
ENSG00000156599	ZDHHC5
ENSG00000070159	PTPN3
ENSG00000102316	MAGED2
ENSG00000129245	FXR2
ENSG00000101096	NFATC2
ENSG00000165995	CACNB2
ENSG00000137656	BUD13
ENSG00000167978	SRRM2
ENSG00000196498	NCOR2
ENSG00000105281	SLC1A5
ENSG00000101057	MYBL2
ENSG00000204131	NHSL2
ENSG00000112081	SRSF3
ENSG00000054118	THRAP3
ENSG00000128567	PODXL
ENSG00000155438	NIFK
ENSG00000172869	DMXL1
ENSG00000079739	PGM1
ENSG00000167978	SRRM2
ENSG00000104447	TRPS1
ENSG00000110104	CCDC86
ENSG00000144824	PHLDB2
ENSG00000167978	SRRM2
ENSG00000035928	RFC1
ENSG00000175203	DCTN2
ENSG00000130528	HRC
ENSG00000067334	DNTTIP2
ENSG00000107672	NSMCE4A
ENSG00000275066	SYNRG
ENSG00000119335	SET
ENSG00000146648	EGFR
ENSG00000078618	NRDC
ENSG00000114423	CBLB
ENSG00000163795	ZNF513
ENSG00000095951	HIVEP1
ENSG00000187735	TCEA1
ENSG00000167978	SRRM2
ENSG00000165030	NFIL3
ENSG00000166963	MAP1A
ENSG00000127603	MACF1
ENSG00000166963	MAP1A
ENSG00000141068	KSR1
ENSG00000171560	FGA
ENSG00000054118	THRAP3
ENSG00000172349	IL16
ENSG00000101868	POLA1
ENSG00000177463	NR2C2
ENSG00000107560	RAB11FIP2
ENSG00000166225	FRS2
ENSG00000196405	EVL
ENSG00000075420	FNDC3B
ENSG00000144711	IQSEC1
ENSG00000180900	SCRIB
ENSG00000169045	HNRNPH1
ENSG00000095637	SORBS1
ENSG00000095383	TBC1D2
ENSG00000124942	AHNAK
ENSG00000011451	WIZ
ENSG00000164985	PSIP1
ENSG00000114867	EIF4G1
ENSG00000143850	PLEKHA6
ENSG00000113368	LMNB1
ENSG00000178685	PARP10
ENSG00000113384	GOLPH3
ENSG00000087152	ATXN7L3
ENSG00000065613	SLK
ENSG00000188493	C19orf54
ENSG00000089693	MLF2
ENSG00000133226	SRRM1
ENSG00000152763	WDR78
ENSG00000095370	SH2D3C
ENSG00000074800	ENO1
ENSG00000106078	COBL
ENSG00000128298	BAIAP2L2
ENSG00000086544	ITPKC
ENSG00000132424	PNISR
ENSG00000160299	PCNT
ENSG00000102030	NAA10
ENSG00000099204	ABLIM1
ENSG00000082438	COBLL1
ENSG00000107554	DNMBP
ENSG00000050405	LIMA1
ENSG00000082074	FYB1
ENSG00000112739	PRPF4B
ENSG00000127481	UBR4
ENSG00000143514	TP53BP2
ENSG00000141867	BRD4
ENSG00000026025	VIM
ENSG00000197111	PCBP2
ENSG00000139620	KANSL2
ENSG00000148296	SURF6
ENSG00000223609	HBD
ENSG00000197077	KIAA1671
ENSG00000143409	MINDY1
ENSG00000166833	NAV2
ENSG00000185477	GPRIN3
ENSG00000054523	KIF1B
ENSG00000114857	NKTR
ENSG00000198795	ZNF521
ENSG00000176788	BASP1
ENSG00000090060	PAPOLA
ENSG00000133026	MYH10
ENSG00000163584	RPL22L1
ENSG00000076053	RBM7
ENSG00000196914	ARHGEF12
ENSG00000138411	HECW2
ENSG00000075340	ADD2
ENSG00000100364	KIAA0930
ENSG00000058272	PPP1R12A
ENSG00000166289	PLEKHF1
ENSG00000072736	NFATC3
ENSG00000185811	IKZF1
ENSG00000139613	SMARCC2
ENSG00000167978	SRRM2
ENSG00000169862	CTNND2
ENSG00000196700	ZNF512B
ENSG00000103319	EEF2K
ENSG00000078061	ARAF
ENSG00000149547	EI24
ENSG00000100280	AP1B1
ENSG00000198824	CHAMP1
ENSG00000068796	KIF2A
ENSG00000139323	POC1B
ENSG00000158615	PPP1R15B
ENSG00000170776	AKAP13
ENSG00000174373	RALGAPA1
ENSG00000023902	PLEKHO1
ENSG00000124313	IQSEC2
ENSG00000164754	RAD21
ENSG00000134574	DDB2
ENSG00000197077	KIAA1671
ENSG00000160741	CRTC2
ENSG00000140534	TICRR
ENSG00000283632	EXOC3L2
ENSG00000025796	SEC63
ENSG00000132854	KANK4
ENSG00000143476	DTL
ENSG00000070182	SPTB
ENSG00000108819	PPP1R9B
ENSG00000163166	IWS1
ENSG00000089094	KDM2B
ENSG00000082438	COBLL1
ENSG00000168386	FILIP1L
ENSG00000025293	PHF20
ENSG00000008294	SPAG9
ENSG00000104946	TBC1D17
ENSG00000131473	ACLY
ENSG00000114423	CBLB
ENSG00000089737	DDX24
ENSG00000186517	ARHGAP30
ENSG00000137770	CTDSPL2
ENSG00000148396	SEC16A
ENSG00000160818	GPATCH4
ENSG00000196449	YRDC
ENSG00000029534	ANK1
ENSG00000109118	PHF12
ENSG00000203867	RBM20
ENSG00000106665	CLIP2
ENSG00000111665	CDCA3
ENSG00000088367	EPB41L1
ENSG00000162775	RBM15
ENSG00000159840	ZYX
ENSG00000123200	ZC3H13
ENSG00000126432	PRDX5
ENSG00000170473	PYM1
ENSG00000101447	FAM83D
ENSG00000134909	ARHGAP32
ENSG00000166197	NOLC1
ENSG00000067369	TP53BP1
ENSG00000162775	RBM15
ENSG00000173064	HECTD4
ENSG00000108599	AKAP10
ENSG00000141644	MBD1
ENSG00000151617	EDNRA
ENSG00000114850	SSR3
ENSG00000163166	IWS1
ENSG00000119326	CTNNAL1
ENSG00000126822	PLEKHG3
ENSG00000104529	EEF1D
ENSG00000079308	TNS1
ENSG00000116521	SCAMP3
ENSG00000151612	ZNF827
ENSG00000067369	TP53BP1
ENSG00000203896	LIME1
ENSG00000198081	ZBTB14
ENSG00000108559	NUP88
ENSG00000157510	AFAP1L1
ENSG00000074054	CLASP1
ENSG00000141027	NCOR1
ENSG00000070526	ST6GALNAC1
ENSG00000088930	XRN2
ENSG00000134954	ETS1
ENSG00000236699	ARHGEF38
ENSG00000160741	CRTC2
ENSG00000260314	MRC1
ENSG00000132688	NES
ENSG00000148700	ADD3
ENSG00000163166	IWS1
ENSG00000197976	AKAP17A
ENSG00000167978	SRRM2
ENSG00000109265	KIAA1211
ENSG00000135439	AGAP2
ENSG00000251322	SHANK3
ENSG00000165097	KDM1B
ENSG00000171992	SYNPO
ENSG00000185950	IRS2
ENSG00000087274	ADD1
ENSG00000108055	SMC3
ENSG00000179604	CDC42EP4
ENSG00000111752	PHC1
ENSG00000188191	PRKAR1B
ENSG00000134452	FBXO18
ENSG00000111731	C2CD5
ENSG00000163219	ARHGAP25
ENSG00000112081	SRSF3
ENSG00000186994	KANK3
ENSG00000143106	PSMA5
ENSG00000167191	GPRC5B
ENSG00000099365	STX1B
ENSG00000105856	HBP1
ENSG00000095637	SORBS1
ENSG00000104892	KLC3
ENSG00000075131	TIPIN
ENSG00000168488	ATXN2L
ENSG00000126883	NUP214
ENSG00000179981	TSHZ1
ENSG00000108262	GIT1
ENSG00000096696	DSP
ENSG00000130779	CLIP1
ENSG00000118898	PPL
ENSG00000120549	KIAA1217
ENSG00000129465	RIPK3
ENSG00000104375	STK3
ENSG00000133858	ZFC3H1
ENSG00000026025	VIM
ENSG00000197694	SPTAN1
ENSG00000167978	SRRM2
ENSG00000054654	SYNE2
ENSG00000134762	DSC3
ENSG00000161547	SRSF2
ENSG00000047849	MAP4
ENSG00000056097	ZFR
ENSG00000162598	C1orf87
ENSG00000120690	ELF1
ENSG00000100154	TTC28
ENSG00000131711	MAP1B
ENSG00000104356	POP1
ENSG00000115020	PIKFYVE
ENSG00000167978	SRRM2
ENSG00000104299	INTS9
ENSG00000088367	EPB41L1
ENSG00000121058	COIL
ENSG00000153094	BCL2L11
ENSG00000067369	TP53BP1
ENSG00000197702	PARVA
ENSG00000105287	PRKD2
ENSG00000029363	BCLAF1
ENSG00000255587	RAB44
ENSG00000148773	MKI67
ENSG00000147010	SH3KBP1
ENSG00000159166	LAD1
ENSG00000163110	PDLIM5
ENSG00000196531	NACA
ENSG00000135974	C2orf49
ENSG00000205795	CYS1
ENSG00000130396	AFDN
ENSG00000113360	DROSHA
ENSG00000002549	LAP3
ENSG00000100345	MYH9
ENSG00000067798	NAV3
ENSG00000151929	BAG3
ENSG00000162613	FUBP1
ENSG00000141854	MISP3
ENSG00000187109	NAP1L1
ENSG00000072134	EPN2
ENSG00000172939	OXSR1
ENSG00000263001	GTF2I
ENSG00000186832	KRT16
ENSG00000134690	CDCA8
ENSG00000096696	DSP
ENSG00000124942	AHNAK
ENSG00000104722	NEFM
ENSG00000163166	IWS1
ENSG00000151748	SAV1
ENSG00000072195	SPEG
ENSG00000198887	SMC5
ENSG00000124942	AHNAK
ENSG00000067369	TP53BP1
ENSG00000165804	ZNF219
ENSG00000069956	MAPK6
ENSG00000143815	LBR
ENSG00000090615	GOLGA3
ENSG00000162522	KIAA1522
ENSG00000157152	SYN2
ENSG00000060237	WNK1
ENSG00000026025	VIM
ENSG00000177034	MTX3
ENSG00000069020	MAST4
ENSG00000079308	TNS1
ENSG00000158517	NCF1
ENSG00000146463	ZMYM4
ENSG00000107929	LARP4B
ENSG00000120729	MYOT
ENSG00000089220	PEBP1
ENSG00000186212	SOWAHB
ENSG00000135842	FAM129A
ENSG00000070814	TCOF1
ENSG00000105835	NAMPT
ENSG00000249437	NAIP
ENSG00000165671	NSD1
ENSG00000111669	TPI1
ENSG00000020633	RUNX3
ENSG00000020922	MRE11
ENSG00000133392	MYH11
ENSG00000148840	PPRC1
ENSG00000178028	DMAP1
ENSG00000160551	TAOK1
ENSG00000124067	SLC12A4
ENSG00000029363	BCLAF1
ENSG00000206503	HLA-A
ENSG00000164144	ARFIP1
ENSG00000196924	FLNA
ENSG00000140105	WARS
ENSG00000135597	REPS1
ENSG00000198408	MGEA5
ENSG00000105486	LIG1
ENSG00000182253	SYNM
ENSG00000114423	CBLB
ENSG00000131018	SYNE1
ENSG00000188659	SAXO2
ENSG00000243646	IL10RB
ENSG00000115306	SPTBN1
ENSG00000079819	EPB41L2
ENSG00000152518	ZFP36L2
ENSG00000107929	LARP4B
ENSG00000131018	SYNE1
ENSG00000110955	ATP5F1B
ENSG00000159166	LAD1
ENSG00000161011	SQSTM1
ENSG00000005339	CREBBP
ENSG00000205937	RNPS1
ENSG00000156860	FBRS
ENSG00000177189	RPS6KA3
ENSG00000029363	BCLAF1
ENSG00000047849	MAP4
ENSG00000167513	CDT1
ENSG00000198771	RCSD1
ENSG00000140577	CRTC3
ENSG00000102119	EMD
ENSG00000055609	KMT2C
ENSG00000138771	SHROOM3
ENSG00000125484	GTF3C4
ENSG00000145362	ANK2
ENSG00000134369	NAV1
ENSG00000166598	HSP90B1
ENSG00000184640	SEPT9
ENSG00000128591	FLNC
ENSG00000141837	CACNA1A
ENSG00000064300	NGFR
ENSG00000172403	SYNPO2
ENSG00000132424	PNISR
ENSG00000139218	SCAF11
ENSG00000180921	FAM83H
ENSG00000186716	BCR
ENSG00000184640	SEPT9
ENSG00000132467	UTP3
ENSG00000143321	HDGF
ENSG00000101057	MYBL2
ENSG00000081320	STK17B
ENSG00000185739	SRL
ENSG00000164944	VIRMA
ENSG00000116641	DOCK7
ENSG00000102241	HTATSF1
ENSG00000005175	RPAP3
ENSG00000163629	PTPN13
ENSG00000177600	RPLP2
ENSG00000169925	BRD3
ENSG00000138757	G3BP2
ENSG00000120733	KDM3B
ENSG00000100330	MTMR3
ENSG00000180921	FAM83H
ENSG00000115053	NCL
ENSG00000167978	SRRM2
ENSG00000105220	GPI
ENSG00000096696	DSP
ENSG00000104859	CLASRP
ENSG00000131626	PPFIA1
ENSG00000122566	HNRNPA2B1
ENSG00000141577	CEP131
ENSG00000166444	ST5
ENSG00000124429	POF1B
ENSG00000175662	TOM1L2
ENSG00000100813	ACIN1
ENSG00000164916	FOXK1
ENSG00000156970	BUB1B
ENSG00000161217	PCYT1A
ENSG00000196924	FLNA
ENSG00000188895	MSL1
ENSG00000130706	ADRM1
ENSG00000198752	CDC42BPB
ENSG00000164916	FOXK1
ENSG00000100796	PPP4R3A
ENSG00000072786	STK10
ENSG00000156463	SH3RF2
ENSG00000162191	UBXN1
ENSG00000070182	SPTB
ENSG00000064042	LIMCH1
ENSG00000070778	PTPN21
ENSG00000131711	MAP1B
ENSG00000116852	KIF21B
ENSG00000124942	AHNAK
ENSG00000151702	FLI1
ENSG00000130150	MOSPD2
ENSG00000152104	PTPN14
ENSG00000162664	ZNF326
ENSG00000161547	SRSF2
ENSG00000101940	WDR13
ENSG00000179295	PTPN11
ENSG00000104140	RHOV
ENSG00000153107	ANAPC1
ENSG00000110104	CCDC86
ENSG00000060237	WNK1
ENSG00000151067	CACNA1C
ENSG00000178966	RMI1
ENSG00000004975	DVL2
ENSG00000204351	SKIV2L
ENSG00000124942	AHNAK
ENSG00000145016	RUBCN
ENSG00000132780	NASP
ENSG00000138835	RGS3
ENSG00000148773	MKI67
ENSG00000117748	RPA2
ENSG00000166963	MAP1A
ENSG00000106290	TAF6
ENSG00000138434	SSFA2
ENSG00000175354	PTPN2
ENSG00000100139	MICALL1
ENSG00000154473	BUB3
ENSG00000214517	PPME1
ENSG00000183808	RBM12B
ENSG00000168813	ZNF507
ENSG00000170604	IRF2BP1
ENSG00000111961	SASH1
ENSG00000122547	EEPD1
ENSG00000033327	GAB2
ENSG00000273079	GRIN2B
ENSG00000203485	INF2
ENSG00000122741	DCAF10
ENSG00000092148	HECTD1
ENSG00000080200	CRYBG3
ENSG00000173821	RNF213
ENSG00000228672	PROB1
ENSG00000105939	ZC3HAV1
ENSG00000196712	NF1
ENSG00000029363	BCLAF1
ENSG00000176953	NFATC2IP
ENSG00000121152	NCAPH
ENSG00000140836	ZFHX3
ENSG00000166444	ST5
ENSG00000118058	KMT2A
ENSG00000168795	ZBTB5
ENSG00000058453	CROCC
ENSG00000156858	PRR14
ENSG00000101557	USP14
ENSG00000130726	TRIM28
ENSG00000119321	FKBP15
ENSG00000143569	UBAP2L
ENSG00000084070	SMAP2
ENSG00000132382	MYBBP1A
ENSG00000102921	N4BP1
ENSG00000176788	BASP1
ENSG00000072786	STK10
ENSG00000275111	ZNF2
ENSG00000132688	NES
ENSG00000273079	GRIN2B
ENSG00000163795	ZNF513
ENSG00000196924	FLNA
ENSG00000004939	SLC4A1
ENSG00000179151	EDC3
ENSG00000144711	IQSEC1
ENSG00000151502	VPS26B
ENSG00000156453	PCDH1
ENSG00000148925	BTBD10
ENSG00000149657	LSM14B
ENSG00000168385	SEPT2
ENSG00000196642	RABL6
ENSG00000169554	ZEB2
ENSG00000147548	NSD3
ENSG00000034693	PEX3
ENSG00000116641	DOCK7
ENSG00000067369	TP53BP1
ENSG00000072364	AFF4
ENSG00000143776	CDC42BPA
ENSG00000134313	KIDINS220
ENSG00000103507	BCKDK
ENSG00000166783	MARF1
ENSG00000167323	STIM1
ENSG00000150712	MTMR12
ENSG00000134574	DDB2
ENSG00000061936	SFSWAP
ENSG00000132485	ZRANB2
ENSG00000160551	TAOK1
ENSG00000167674	HDGFL2
ENSG00000132589	FLOT2
ENSG00000123144	TRIR
ENSG00000121766	ZCCHC17
ENSG00000137166	FOXP4
ENSG00000126461	SCAF1
ENSG00000120709	FAM53C
ENSG00000138398	PPIG
ENSG00000114331	ACAP2
ENSG00000136504	KAT7
ENSG00000123411	IKZF4
ENSG00000168143	FAM83B
ENSG00000175084	DES
ENSG00000104722	NEFM
ENSG00000082438	COBLL1
ENSG00000105559	PLEKHA4
ENSG00000141522	ARHGDIA
ENSG00000156508	EEF1A1
ENSG00000155744	FAM126B
ENSG00000089048	ESF1
ENSG00000130396	AFDN
ENSG00000104450	SPAG1
ENSG00000109458	GAB1
ENSG00000158545	ZC3H18
ENSG00000147010	SH3KBP1
ENSG00000038219	BOD1L1
ENSG00000185567	AHNAK2
ENSG00000008838	MED24
ENSG00000149115	TNKS1BP1
ENSG00000080493	SLC4A4
ENSG00000137460	FHDC1
ENSG00000006638	TBXA2R
ENSG00000096968	JAK2
ENSG00000166963	MAP1A
ENSG00000090615	GOLGA3
ENSG00000130701	RBBP8NL
ENSG00000104728	ARHGEF10
ENSG00000120318	ARAP3
ENSG00000167978	SRRM2
ENSG00000196924	FLNA
ENSG00000198382	UVRAG
ENSG00000151208	DLG5
ENSG00000134186	PRPF38B
ENSG00000100813	ACIN1
ENSG00000141736	ERBB2
ENSG00000048649	RSF1
ENSG00000164040	PGRMC2
ENSG00000187164	SHTN1
ENSG00000170145	SIK2
ENSG00000130764	LRRC47
ENSG00000130723	PRRC2B
ENSG00000124942	AHNAK
ENSG00000165238	WNK2
ENSG00000154553	PDLIM3
ENSG00000164708	PGAM2
ENSG00000057294	PKP2
ENSG00000184708	EIF4ENIF1
ENSG00000109180	OCIAD1
ENSG00000228672	PROB1
ENSG00000147649	MTDH
ENSG00000132485	ZRANB2
ENSG00000166503	HDGFL3
ENSG00000079950	STX7
ENSG00000126822	PLEKHG3
ENSG00000171848	RRM2
ENSG00000129667	RHBDF2
ENSG00000122965	RBM19
ENSG00000090615	GOLGA3
ENSG00000183431	SF3A3
ENSG00000115234	SNX17
ENSG00000205744	DENND1C
ENSG00000161011	SQSTM1
ENSG00000068079	IFI35
ENSG00000135631	RAB11FIP5
ENSG00000111913	RIPOR2
ENSG00000136141	LRCH1
ENSG00000185567	AHNAK2
ENSG00000095015	MAP3K1
ENSG00000129315	CCNT1
ENSG00000122257	RBBP6
ENSG00000182872	RBM10
ENSG00000172765	TMCC1
ENSG00000111665	CDCA3
ENSG00000055070	SZRD1
ENSG00000130779	CLIP1
ENSG00000048649	RSF1
ENSG00000132382	MYBBP1A
ENSG00000049323	LTBP1
ENSG00000104722	NEFM
ENSG00000148773	MKI67
ENSG00000127948	POR
ENSG00000196924	FLNA
ENSG00000080345	RIF1
ENSG00000130479	MAP1S
ENSG00000122966	CIT
ENSG00000141564	RPTOR
ENSG00000139174	PRICKLE1
ENSG00000147065	MSN
ENSG00000185104	FAF1
ENSG00000159166	LAD1
ENSG00000072832	CRMP1
ENSG00000072364	AFF4
ENSG00000136940	PDCL
ENSG00000124942	AHNAK
ENSG00000105538	RASIP1
ENSG00000186212	SOWAHB
ENSG00000130559	CAMSAP1
ENSG00000178814	OPLAH
ENSG00000104518	GSDMD
ENSG00000144645	OSBPL10
ENSG00000092054	MYH7
ENSG00000108021	FAM208B
ENSG00000165959	CLMN
ENSG00000152661	GJA1
ENSG00000105939	ZC3HAV1
ENSG00000188549	CCDC9B
ENSG00000152661	GJA1
ENSG00000130158	DOCK6
ENSG00000155506	LARP1
ENSG00000065150	IPO5
ENSG00000206503	HLA-A
ENSG00000144589	STK11IP
ENSG00000166317	SYNPO2L
ENSG00000172995	ARPP21
ENSG00000023892	DEF6
ENSG00000028310	BRD9
ENSG00000025800	KPNA6
ENSG00000067048	DDX3Y
ENSG00000146648	EGFR
ENSG00000138756	BMP2K
ENSG00000162521	RBBP4
ENSG00000204815	TTC25
ENSG00000114867	EIF4G1
ENSG00000177425	PAWR
ENSG00000168502	MTCL1
ENSG00000099814	CEP170B
ENSG00000061936	SFSWAP
ENSG00000135525	MAP7
ENSG00000116871	MAP7D1
ENSG00000141027	NCOR1
ENSG00000126705	AHDC1
ENSG00000170421	KRT8
ENSG00000065526	SPEN
ENSG00000186635	ARAP1
ENSG00000142627	EPHA2
ENSG00000109787	KLF3
ENSG00000131016	AKAP12
ENSG00000196549	MME
ENSG00000134508	CABLES1
ENSG00000048649	RSF1
ENSG00000105287	PRKD2
ENSG00000127616	SMARCA4
ENSG00000185800	DMWD
ENSG00000170385	SLC30A1
ENSG00000163104	SMARCAD1
ENSG00000130382	MLLT1
ENSG00000099290	WASHC2A
ENSG00000079308	TNS1
ENSG00000109320	NFKB1
ENSG00000196730	DAPK1
ENSG00000085224	ATRX
ENSG00000204209	DAXX
ENSG00000109787	KLF3
ENSG00000132688	NES
ENSG00000126883	NUP214
ENSG00000141376	BCAS3
ENSG00000150316	CWC15
ENSG00000116127	ALMS1
ENSG00000170412	GPRC5C
ENSG00000167978	SRRM2
ENSG00000185278	ZBTB37
ENSG00000115935	WIPF1
ENSG00000101605	MYOM1
ENSG00000115461	IGFBP5
ENSG00000150907	FOXO1
ENSG00000134644	PUM1
ENSG00000233493	TMEM238
ENSG00000196924	FLNA
ENSG00000066933	MYO9A
ENSG00000149115	TNKS1BP1
ENSG00000125482	TTF1
ENSG00000131374	TBC1D5
ENSG00000261150	EPPK1
ENSG00000163932	PRKCD
ENSG00000135439	AGAP2
ENSG00000111640	GAPDH
ENSG00000130429	ARPC1B
ENSG00000120913	PDLIM2
ENSG00000067596	DHX8
ENSG00000140836	ZFHX3
ENSG00000080493	SLC4A4
ENSG00000122257	RBBP6
ENSG00000146247	PHIP
ENSG00000092871	RFFL
ENSG00000112531	QKI
ENSG00000153827	TRIP12
ENSG00000166963	MAP1A
ENSG00000136643	RPS6KC1
ENSG00000168795	ZBTB5
ENSG00000102606	ARHGEF7
ENSG00000105289	TJP3
ENSG00000079246	XRCC5
ENSG00000186871	ERCC6L
ENSG00000166963	MAP1A
ENSG00000075539	FRYL
ENSG00000204262	COL5A2
ENSG00000120656	TAF12
ENSG00000002586	CD99
ENSG00000204469	PRRC2A
ENSG00000131023	LATS1
ENSG00000131037	EPS8L1
ENSG00000186871	ERCC6L
ENSG00000198055	GRK6
ENSG00000117266	CDK18
ENSG00000167978	SRRM2
ENSG00000100353	EIF3D
ENSG00000065675	PRKCQ
ENSG00000067369	TP53BP1
ENSG00000136383	ALPK3
ENSG00000138443	ABI2
ENSG00000067369	TP53BP1
ENSG00000118785	SPP1
ENSG00000075391	RASAL2
ENSG00000163932	PRKCD
ENSG00000157107	FCHO2
ENSG00000035928	RFC1
ENSG00000130528	HRC
ENSG00000077063	CTTNBP2
ENSG00000106443	PHF14
ENSG00000117523	PRRC2C
ENSG00000163714	U2SURP
ENSG00000115310	RTN4
ENSG00000164144	ARFIP1
ENSG00000185730	ZNF696
ENSG00000061936	SFSWAP
ENSG00000020181	ADGRA2
ENSG00000115163	CENPA
ENSG00000119318	RAD23B
ENSG00000100813	ACIN1
ENSG00000026103	FAS
ENSG00000126822	PLEKHG3
ENSG00000168993	CPLX1
ENSG00000057657	PRDM1
ENSG00000162522	KIAA1522
ENSG00000166317	SYNPO2L
ENSG00000069275	NUCKS1
ENSG00000151150	ANK3
ENSG00000149823	VPS51
ENSG00000197077	KIAA1671
ENSG00000167978	SRRM2
ENSG00000127511	SIN3B
ENSG00000095951	HIVEP1
ENSG00000115020	PIKFYVE
ENSG00000110066	KMT5B
ENSG00000110844	PRPF40B
ENSG00000038532	CLEC16A
ENSG00000147394	ZNF185
ENSG00000171681	ATF7IP
ENSG00000158636	EMSY
ENSG00000171914	TLN2
ENSG00000134324	LPIN1
ENSG00000172572	PDE3A
ENSG00000221955	SLC12A8
ENSG00000104517	UBR5
ENSG00000078018	MAP2
ENSG00000171223	JUNB
ENSG00000155252	PI4K2A
ENSG00000102316	MAGED2
ENSG00000135828	RNASEL
ENSG00000150347	ARID5B
ENSG00000109171	SLAIN2
ENSG00000120913	PDLIM2
ENSG00000196872	KIAA1211L
ENSG00000153207	AHCTF1
ENSG00000138688	KIAA1109
ENSG00000116062	MSH6
ENSG00000241973	PI4KA
ENSG00000110237	ARHGEF17
ENSG00000100888	CHD8
ENSG00000088367	EPB41L1
ENSG00000133226	SRRM1
ENSG00000184113	CLDN5
ENSG00000130985	UBA1
ENSG00000065970	FOXJ2
ENSG00000114867	EIF4G1
ENSG00000178209	PLEC
ENSG00000136205	TNS3
ENSG00000065548	ZC3H15
ENSG00000099991	CABIN1
ENSG00000196139	AKR1C3
ENSG00000070047	PHRF1
ENSG00000129250	KIF1C
ENSG00000160584	SIK3
ENSG00000153922	CHD1
ENSG00000083896	YTHDC1
ENSG00000118242	MREG
ENSG00000116690	PRG4
ENSG00000041357	PSMA4
ENSG00000140632	GLYR1
ENSG00000105939	ZC3HAV1
ENSG00000175130	MARCKSL1
ENSG00000135835	KIAA1614
ENSG00000188883	KLRG2
ENSG00000132359	RAP1GAP2
ENSG00000132688	NES
ENSG00000147130	ZMYM3
ENSG00000124535	WRNIP1
ENSG00000110906	KCTD10
ENSG00000067334	DNTTIP2
ENSG00000133619	KRBA1
ENSG00000196526	AFAP1
ENSG00000272333	KMT2B
ENSG00000148468	FAM171A1
ENSG00000068489	PRR11
ENSG00000163960	UBXN7
ENSG00000116017	ARID3A
ENSG00000026025	VIM
ENSG00000113758	DBN1
ENSG00000065534	MYLK
ENSG00000186260	MKL2
ENSG00000025434	NR1H3
ENSG00000204469	PRRC2A
ENSG00000003393	ALS2
ENSG00000130158	DOCK6
ENSG00000112118	MCM3
ENSG00000128245	YWHAH
ENSG00000133026	MYH10
ENSG00000166886	NAB2
ENSG00000162076	FLYWCH2
